ID,名前,年齢,性別,住所,電話番号,メールアドレス,会社名,職業,年収,購入回数,直近購入日,顧客満足度,ブランド評価,CTR,CVR,ROAS,ROI,CPA,CPC,LTV,CAC,AARRR,MAU,ARPU,クリック数,インプレッション,広告費,成約件数,成約率,コンバージョン率,プロダクトビュー,購入者数,購入数,総売上,売上構成比,売上目標,予算,利益率,マーケティング変数26,マーケティング変数27,マーケティング変数28,マーケティング変数29,マーケティング変数30,マーケティング変数31,マーケティング変数32,マーケティング変数33,マーケティング変数34,マーケティング変数35,マーケティング変数36,マーケティング変数37,マーケティング変数38,マーケティング変数39,マーケティング変数40,マーケティング変数41,マーケティング変数42,マーケティング変数43,マーケティング変数44,マーケティング変数45,マーケティング変数46,マーケティング変数47,マーケティング変数48,マーケティング変数49,マーケティング変数50,マーケティング変数51,マーケティング変数52,マーケティング変数53,マーケティング変数54,マーケティング変数55,マーケティング変数56,マーケティング変数57,マーケティング変数58,マーケティング変数59,マーケティング変数60,マーケティング変数61
1,佐藤 春香,49,男性,三重県あきる野市猿楽町13丁目13番16号 パレス勝どき419,070-8644-1743,yamamotochiyo@example.org,合同会社佐藤通信,司法書士,7212671,7,2023-03-19,4,2,0.34844707437913947,0.879663335883738,0.2696779614559274,0.39308475700255907,0.9460101727298131,0.6769936085772744,0.9626846096451298,0.941195022855317,0.48550398948175566,0.40043892162083405,0.43169321297942786,0.5904140130590746,0.3878083825487707,0.18857019945599962,0.42029922846011125,0.3348203596791328,0.7706731498211068,0.9817024978645623,0.179361644442936,0.5907614748242268,0.10487933083257706,0.4637243366566114,0.8927952500973049,0.9778867700997484,0.6345219962862274,0.7548612481709033,0.6775411511715161,0.5286493693199487,0.7360934472904357,0.12479814769689423,0.6870420225703016,0.9162109662690321,0.9157933715192308,0.8005252888161178,0.594714164179342,0.2896809773261202,0.9208313127211257,0.7280256882569002,0.5367032171569708,0.8633708039875158,0.8032282603485669,0.6288311174876011,0.8870266976489984,0.7391992444316695,0.6704339685804687,0.4850248892837712,0.3475386899173283,0.721976858756043,0.6632351295002912,0.7941668141583632
2,中川 結衣,42,女性,三重県福生市津久戸町34丁目20番19号,63-4602-7643,ikedatakuma@example.org,株式会社中村印刷,建築家,3261641,26,2023-04-01,3,5,0.7357728796963979,0.23262297729756687,0.22486993788556187,0.03540656872808379,0.3324573721379258,0.39057352871023965,0.660505736465142,0.11009665339422248,0.12724633043641154,0.9382830923516512,0.6410082099967717,0.8715521661796445,0.6846593133967347,0.09549908572056942,0.9930939896863085,0.7236685912910987,0.49518446226905877,0.8611843904769252,0.05770702995968513,0.051586845687637495,0.8699599027136886,0.40319217329260404,0.4802449059130345,0.8810884976705284,0.1882225576829344,0.6907918770270918,0.7210090215718274,0.8629327145445904,0.3995717137473226,0.7240721364723159,0.1858576391638609,0.02029215784014049,0.6248802745630738,0.4921440211178463,0.8953521394490376,0.1610035052603036,0.707537571274288,0.8258376106838375,0.22497618466880587,0.5497241351883873,0.5261881765841698,0.37445893188137513,0.34283539872066804,0.6881634892879129,0.006068299963052692,0.3205937765907918,0.9797969300002204,0.37686662619042144,0.47956380915794494,0.7082036591312489
3,木村 舞,36,女性,北海道清瀬市花川戸29丁目25番12号 鶴ヶ丘パレス261,080-4815-0962,shota74@example.net,鈴木運輸株式会社,経営者,8110291,37,2023-04-03,3,3,0.35011123568891067,0.8003359670599041,0.6620863094536118,0.07715658412460868,0.7055653585594794,0.6017965617918338,0.8730061177286091,0.5409676559120082,0.41280594307309715,0.934410358389787,0.6861155244443119,0.8796542588679419,0.12991637543495704,0.8372194608478981,0.44552534064502425,0.5566752042180446,0.34392711735159853,0.4678342100930011,0.3780926821425986,0.888919910862872,0.8355887008906955,0.41379613728734466,0.035474877526214144,0.7970366834473499,0.9206961038942706,0.7631939397485423,0.3659668737968873,0.2940036759379824,0.1187799360570968,0.2143875187742127,0.14972961351212732,0.14007222670166586,0.0012215214702887556,0.4109985266109363,0.27214710659955144,0.4513391089431781,0.705956058570604,0.5585885013485046,0.21135967314786208,0.5562529710581493,0.3912676236695726,0.6085897575647803,0.9664669387358905,0.590896059732046,0.9138384314180612,0.9282980135040139,0.45557392796966545,0.15906393663488916,0.43459175645676085,0.4629388347237916
4,渡辺 智也,20,男性,奈良県西東京市戸島25丁目20番12号,15-3437-9422,yoko06@example.com,合同会社木村鉱業,アナウンサー,4765169,41,2023-01-19,3,2,0.03098231546764263,0.3470136762722136,0.5136408818460526,0.8152910450664534,0.05610025412045039,0.958658910069085,0.8535104807234141,0.31683983315642306,0.41698589019948007,0.15967140448913597,0.24341619741386933,0.7581435619526786,0.6946299623526927,0.6813468985622286,0.4415086879975445,0.5246831895866553,0.3076450123687329,0.8600940492629692,0.3781049907068017,0.3618988403174108,0.9394960520818478,0.859922572639059,0.8123073038435739,0.9626952392318334,0.6697244566939764,0.5008990788088806,0.9099005404956678,0.19973805863005567,0.3145210573931646,0.8032228365198407,0.7177658218258584,0.1634515608235042,0.5326504810355248,0.04609227624584611,0.6925735394348874,0.38318894305605833,0.09970156676039954,0.93704840554312,0.9614520483320858,0.8165573389347324,0.9304670878372213,0.02111705374162287,0.1484550172068022,0.44369170680227454,0.5242620592607246,0.5218740267377602,0.5369811921032637,0.09798395822145378,0.4826038014509888,0.07369412111535822
5,山田 治,98,女性,新潟県印旛郡印旛村津久戸町2丁目27番5号 パレス藤金734,070-6985-9702,sayuri56@example.com,合同会社田中通信,作曲家,4966570,0,2023-04-05,4,4,0.44835362912454946,0.0743635338675167,0.8032275338063932,0.8577745875505163,0.17435563313476155,0.3838975308478071,0.5308756371290986,0.8548886834635606,0.4433915299419714,0.4755872762944664,0.9966109087294218,0.5617110339766159,0.13436686950923005,0.31737881464913364,0.0019483872398393665,0.9991496676793217,0.8444528295676722,0.9383664578943925,0.5519703523796321,0.8310504245971174,0.17438409270731325,0.16076766707435652,0.8603532097756428,0.4141404799425612,0.6664425422828104,0.9356313089981718,0.33227344137298165,0.13048613473570547,0.29608972002661726,0.8317632148972391,0.10830568814854602,0.2254073562901059,0.9990878903384139,0.4691582971946421,0.41909993995415906,0.5174033850073309,0.4012994979560912,0.8240505441754592,0.8381178798856012,0.7224338456039253,0.8672207967588661,0.3348894854264005,0.40518346992897225,0.6430015901269689,0.5220967434281647,0.6531324470346361,0.15219199595738164,0.2888981737771231,0.29215080348448874,0.6738990032884337
6,渡辺 舞,42,男性,千葉県横浜市金沢区芝浦27丁目14番19号 南郷屋パーク839,070-4655-1049,enakamura@example.org,吉田水産株式会社,グラフィックデザイナー,5024927,42,2023-02-21,4,4,0.03157719410779314,0.6447846054096491,0.11768211292225794,0.5849610335287271,0.9814815242003846,0.6064472130552917,0.12045266573519442,0.22819131026472672,0.38731513037142107,0.788038164964662,0.8666545483274494,0.032632948901884284,0.5386387276783796,0.7062443744450656,0.6943341325544375,0.3984041707961914,0.27055948854934175,0.9331918498494342,0.5462746183870482,0.7311133287950817,0.019779531433441355,0.4491279063279977,0.7441105001670161,0.4091900563681472,0.01917459746826522,0.3410738211628085,0.5076468654870061,0.4391014862367265,0.1705024546220163,0.826478192267895,0.5098355324657257,0.020503715353123342,0.04408544554307148,0.08840344362900965,0.3058438276569796,0.8286122831565483,0.9720758922642002,0.7110343533304073,0.9061035992155759,0.02654410808560581,0.809275324924928,0.5563436903213649,0.3224033960007553,0.18919385797726396,0.3878161379745443,0.35292832692302534,0.8860765641047305,0.5852190378212322,0.8867995085209995,0.43703570774403566
7,森 花子,74,女性,熊本県国分寺市松石36丁目16番5号,090-8163-3739,gkondo@example.org,吉田印刷有限会社,測量士,5073898,8,2023-01-11,4,5,0.7440078355056299,0.9956936887680611,0.44610322676325176,0.9690198406512122,0.9329670534516857,0.8422392441432022,0.35779530816696425,0.49486322052777165,0.6964394277427519,0.6926656073683903,0.0831474401825627,0.9244607948045671,0.9342165498824011,0.055626211202485565,0.6361557188814473,0.686993721907334,0.7078850380824514,0.7599823683730681,0.43239235898634176,0.6133137732204241,0.1554504907935107,0.5346553876119146,0.7622396980748238,0.29539137125600523,0.6973006480485762,0.5239091440175023,0.8780968918441521,0.9929547973894426,0.7094894959931093,0.7504880153188576,0.8408339109422104,0.0824645616521652,0.46177402166848336,0.25091227745110467,0.3491215678343512,0.606622549259776,0.11129820325830808,0.19714875079753302,0.00957724483463307,0.06168498580608417,0.17999494675038974,0.9095063178951872,0.16129526070240008,0.486061732815116,0.9740663941903261,0.49639969916365667,0.9757031184806214,0.8926495457417369,0.1471014204264528,0.5786426496685804
8,橋本 裕美子,43,女性,大分県夷隅郡御宿町白金台11丁目18番4号 クレスト隼町029,070-5716-2794,ffujiwara@example.com,吉田印刷有限会社,高等学校教員,6085591,50,2023-01-03,2,3,0.30315426073117835,0.6789375481788087,0.9593145082160124,0.6871679129258322,0.5643844912974915,0.7621479263488161,0.32469548188935526,0.8656451321541515,0.7558354103277819,0.26434123079712923,0.6208173034744511,0.4908712383788404,0.9113347050123108,0.5909944196153275,0.7509218791209942,0.1404126473636106,0.0032699962023147178,0.23330347951147568,0.988578185248897,0.8060745076127176,0.3599377051183217,0.3284321475548819,0.8226376776855973,0.825797993137083,0.36790576697599653,0.6767140366556631,0.5255503823119975,0.9787029447144938,0.8141357037904596,0.42663280796675995,0.3607269871303792,0.8573975267724182,0.9350247481896549,0.17718367814396163,0.9371270331988987,0.6646281964505263,0.8058570080170984,0.983415719128858,0.4601669685251145,0.30982983168856815,0.035340550736638554,0.8421921329536762,0.08741016226819365,0.02870292674602226,0.4706716343452485,0.5860164780811876,0.002792039218107778,0.29458094440117133,0.9776549454271357,0.15033021554611636
9,小林 陽子,50,女性,静岡県香取郡東庄町池之端33丁目21番11号 明石町ハイツ797,44-1231-8470,junwatanabe@example.org,有限会社山崎情報,ウェブデザイナー,7167560,45,2023-01-04,1,3,0.27680238715323013,0.18471684242561082,0.6042162177875865,0.12096893590305735,0.18168827618575734,0.425711362604144,0.9070238803204467,0.35750461021380786,0.3410337888430982,0.6058003723607392,0.10747860105726059,0.6086455480723136,0.5708943369020255,0.43568903382928104,0.8111098306841642,0.1916827471894642,0.14545931660594524,0.28631959836123877,0.5998498312718548,0.2601701246398983,0.6762173954174286,0.46687526411694746,0.11275389612373532,0.06697640308002173,0.5300891894560449,0.45365735723246337,0.1003603918599123,0.48655813072205856,0.48990086533992894,0.10630176742582331,0.8152653016446363,0.9498501229286801,0.5341022811063776,0.35718226930410657,0.794957131484424,0.24752583055284505,0.28413547340675904,0.18410095230092938,0.218649513032937,0.7945116325945887,0.3853942675181016,0.21739629358802104,0.9992971435373703,0.5963962373695961,0.1365855195237068,0.3749926299230901,0.0568338170899918,0.4646618006831109,0.7818805724778504,0.8118607605408993
10,橋本 さゆり,28,男性,愛媛県川崎市宮前区睦33丁目21番17号 戸山シャルム706,080-8958-7394,okamotoakemi@example.org,清水通信合同会社,建築家,3681843,9,2023-01-16,2,4,0.8514929983320719,0.7427011174737013,0.024465709029158678,0.4581969266199355,0.46535582687063626,0.871555755808141,0.25286198385594516,0.1343844489783984,0.45862849241141657,0.8493877015338711,0.29627508775096056,0.9890681880403778,0.25976164793813694,0.46600763171881,0.7591330619377198,0.8116100205360844,0.9344452563957318,0.3096824213289393,0.7332574818295353,0.5091157555958766,0.9253108897776391,0.6293815521370415,0.9053614573354931,0.047801092003456835,0.11544209280697537,0.5926631046583744,0.8790787852681902,0.16364440861580798,0.4979846896852531,0.9912686193616765,0.5706385657234447,0.5567613798803299,0.4899569674498091,0.9752813148121591,0.952508065714656,0.3821518141552972,0.4116103750333505,0.3330770724080243,0.20266441899483745,0.41645128753309846,0.3492804136246298,0.5924052640497717,0.6000470928749777,0.4566826444167028,0.5565133242010023,0.38407397683185296,0.04205318936574198,0.3684749661917166,0.7361013155313562,0.8087047927344332
